"names_tomatch","nest","fixed_best","min_fixed","partial_best","min_partial","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
"tana ii","MG11117","itaosy",6,"ampitatafika",3,"itaosy","soalandy","fenoarivo","soavina","tsiafahy","tanjombato","ampanefy","androhibe","ambalavao","ampitatafika","antanetikely","ankadimanga","bongatsara","bemasoandro","fiombonana","ankaraobato","ampahitrosy","ambohijanaka","ambatofahavalo","andranonahoatra","ambohidrapeto","ambavahaditokana","andoharanofotsy","alakamisy fenoarivo","anosizato andrefana","alatsinainy ambazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo","MG11117","fenoarivo",6,"andranonahoatra",6,"fenoarivo","ankaraobato","antanetikely","ambalavao","ampitatafika","bemasoandro","tanjombato","ankadimanga","ambatofahavalo","andranonahoatra","soalandy","ampanefy","soavina","ampahitrosy","bongatsara","androhibe","tsiafahy","ambohidrapeto","fiombonana","itaosy","ambavahaditokana","andoharanofotsy","ambohijanaka","alakamisy fenoarivo","anosizato andrefana","alatsinainy ambazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atsimondrano","MG11117","bemasoandro",8,"andranonahoatra",5,"bemasoandro","fiombonana","tanjombato","tsiafahy","ambohidrapeto","ankaraobato","soalandy","ankadimanga","fenoarivo","soavina","ambalavao","ambatofahavalo","ampitatafika","anosizato andrefana","itaosy","ampanefy","ambohijanaka","ampahitrosy","bongatsara","androhibe","andranonahoatra","andoharanofotsy","antanetikely","ambavahaditokana","alatsinainy ambazaha","alakamisy fenoarivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andohalafy","MG11117","andoharanofotsy",6,"andoharanofotsy",3,"andoharanofotsy","soalandy","ampanefy","androhibe","tanjombato","ankaraobato","ambohijanaka","tsiafahy","ambalavao","ampitatafika","itaosy","ankadimanga","fenoarivo","soavina","ampahitrosy","ambatofahavalo","andranonahoatra","ambohidrapeto","fiombonana","antanetikely","bongatsara","bemasoandro","ambavahaditokana","anosizato andrefana","alatsinainy ambazaha","alakamisy fenoarivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananrivo","MG11117","ankaraobato",6,"antanetikely",5,"ankaraobato","fenoarivo","antanetikely","ambalavao","ampitatafika","bemasoandro","tanjombato","soalandy","ampanefy","ankadimanga","ampahitrosy","androhibe","itaosy","soavina","bongatsara","tsiafahy","ambatofahavalo","andranonahoatra","ambohidrapeto","fiombonana","andoharanofotsy","ambohijanaka","ambavahaditokana","alakamisy fenoarivo","anosizato andrefana","alatsinainy ambazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4a","MG12108","soamalaza mahatsinjo",19,"antsenakely andraikiba",1,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambilanibe mg","MG12108","soamalaza mahatsinjo",17,"manodidina ny gara ambilombe",6,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avarabohitra","MG12108","mahazoarivo avarabohitra",12,"mahazoarivo avarabohitra",0,"mahazoarivo avarabohitra","soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahazoarivo avarabohitra","MG12108","mahazoarivo avarabohitra",0,"mahazoarivo avarabohitra",0,"mahazoarivo avarabohitra","antsenakely andraikiba","soamalaza mahatsinjo","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsenakely","MG12108","antsenakely andraikiba",11,"antsenakely andraikiba",0,"antsenakely andraikiba","ampatana mandriankeniheny","soamalaza mahatsinjo","antsirabe afovoany atsinanana","mahazoarivo avarabohitra","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsenakely andraikiba","MG12108","antsenakely andraikiba",0,"antsenakely andraikiba",0,"antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","soamalaza mahatsinjo","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahatsinjo","MG12108","soamalaza mahatsinjo",10,"soamalaza mahatsinjo",0,"soamalaza mahatsinjo","mahazoarivo avarabohitra","antsenakely andraikiba","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambilanibe","MG12108","antsenakely andraikiba",16,"manodidina ny gara ambilombe",3,"antsenakely andraikiba","soamalaza mahatsinjo","ampatana mandriankeniheny","mahazoarivo avarabohitra","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mga","MG12108","soamalaza mahatsinjo",18,"ampatana mandriankeniheny",1,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atsenakely andraikiba","MG12108","antsenakely andraikiba",1,"antsenakely andraikiba",1,"antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","soamalaza mahatsinjo","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soamalaza","MG12108","soamalaza mahatsinjo",11,"soamalaza mahatsinjo",0,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atsenakely andrakiba","MG12108","antsenakely andraikiba",2,"antsenakely andraikiba",2,"antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","soamalaza mahatsinjo","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3a","MG12108","soamalaza mahatsinjo",19,"antsenakely andraikiba",1,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soamalaza mahatsinjo","MG12108","soamalaza mahatsinjo",0,"soamalaza mahatsinjo",0,"soamalaza mahatsinjo","ampatana mandriankeniheny","antsenakely andraikiba","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahazoarivo avaratra","MG12108","mahazoarivo avarabohitra",4,"mahazoarivo avarabohitra",3,"mahazoarivo avarabohitra","antsenakely andraikiba","soamalaza mahatsinjo","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manodidina ny gara ambilombe","MG12108","manodidina ny gara ambilombe",0,"manodidina ny gara ambilombe",0,"manodidina ny gara ambilombe","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","soamalaza mahatsinjo","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manodidinany gara ambilombe","MG12108","manodidina ny gara ambilombe",1,"manodidina ny gara ambilombe",1,"manodidina ny gara ambilombe","antsenakely andraikiba","mahazoarivo avarabohitra","soamalaza mahatsinjo","ampatana mandriankeniheny","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsirabe i","MG12108","antsenakely andraikiba",14,"antsirabe afovoany atsinanana",1,"antsenakely andraikiba","soamalaza mahatsinjo","antsirabe afovoany atsinanana","mahazoarivo avarabohitra","ampatana mandriankeniheny","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsenakely anraikiba","MG12108","antsenakely andraikiba",1,"antsenakely andraikiba",1,"antsenakely andraikiba","mahazoarivo avarabohitra","soamalaza mahatsinjo","antsirabe afovoany atsinanana","ampatana mandriankeniheny","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsenakely  andarikiba","MG12108","antsenakely andraikiba",2,"antsenakely andraikiba",3,"antsenakely andraikiba","antsirabe afovoany atsinanana","ampatana mandriankeniheny","soamalaza mahatsinjo","manodidina ny gara ambilombe","mahazoarivo avarabohitra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"  mahazoarivo avarabohitra","MG12108","mahazoarivo avarabohitra",2,"mahazoarivo avarabohitra",2,"mahazoarivo avarabohitra","soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avarambohitra","MG12108","mahazoarivo avarabohitra",13,"mahazoarivo avarabohitra",1,"mahazoarivo avarabohitra","soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manodidina ny gare ambilobe","MG12108","manodidina ny gara ambilombe",2,"manodidina ny gara ambilombe",2,"manodidina ny gara ambilombe","antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
" mahazoarivo avarabohitra","MG12108","mahazoarivo avarabohitra",1,"mahazoarivo avarabohitra",1,"mahazoarivo avarabohitra","antsenakely andraikiba","soamalaza mahatsinjo","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"marodimita","MG12108","soamalaza mahatsinjo",16,"manodidina ny gara ambilombe",3,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsirabe afovoany","MG12108","antsirabe afovoany atsinanana",11,"antsirabe afovoany atsinanana",0,"antsirabe afovoany atsinanana","antsenakely andraikiba","soamalaza mahatsinjo","ampatana mandriankeniheny","mahazoarivo avarabohitra","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsirabe avaratra","MG12108","antsenakely andraikiba",11,"antsirabe afovoany atsinanana",6,"antsenakely andraikiba","antsirabe afovoany atsinanana","mahazoarivo avarabohitra","soamalaza mahatsinjo","ampatana mandriankeniheny","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambilambe","MG12108","soamalaza mahatsinjo",16,"manodidina ny gara ambilombe",1,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","manodidina ny gara ambilombe","mahazoarivo avarabohitra","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambano","MG12108","soamalaza mahatsinjo",15,"manodidina ny gara ambilombe",2,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"betafo","MG12108","soamalaza mahatsinjo",18,"antsirabe afovoany atsinanana",1,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atsenakely-andraikiba","MG12108","antsenakely andraikiba",2,"antsenakely andraikiba",2,"antsenakely andraikiba","ampatana mandriankeniheny","soamalaza mahatsinjo","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autour de la gare d'ambilombe","MG12108","manodidina ny gara ambilombe",14,"manodidina ny gara ambilombe",13,"manodidina ny gara ambilombe","antsenakely andraikiba","antsirabe afovoany atsinanana","mahazoarivo avarabohitra","soamalaza mahatsinjo","ampatana mandriankeniheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambalavato","MG12108","soamalaza mahatsinjo",13,"soamalaza mahatsinjo",4,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ivory","MG12108","soamalaza mahatsinjo",20,"mahazoarivo avarabohitra",2,"soamalaza mahatsinjo","mahazoarivo avarabohitra","antsenakely andraikiba","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsenabe avaratra","MG12108","antsenakely andraikiba",9,"antsenakely andraikiba",7,"antsenakely andraikiba","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","soamalaza mahatsinjo","ampatana mandriankeniheny","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talata andraikiba","MG12108","antsenakely andraikiba",9,"antsenakely andraikiba",5,"antsenakely andraikiba","ampatana mandriankeniheny","soamalaza mahatsinjo","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avrabohitra","MG12108","mahazoarivo avarabohitra",13,"mahazoarivo avarabohitra",1,"mahazoarivo avarabohitra","soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampahatany mandriakeniheny","MG12108","ampatana mandriankeniheny",4,"ampatana mandriankeniheny",4,"ampatana mandriankeniheny","antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahazoarivo","MG12108","soamalaza mahatsinjo",13,"mahazoarivo avarabohitra",0,"soamalaza mahatsinjo","mahazoarivo avarabohitra","antsenakely andraikiba","ampatana mandriankeniheny","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsirabe nord","MG12108","antsenakely andraikiba",13,"antsirabe afovoany atsinanana",4,"antsenakely andraikiba","soamalaza mahatsinjo","antsirabe afovoany atsinanana","mahazoarivo avarabohitra","ampatana mandriankeniheny","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atsenakely","MG12108","antsenakely andraikiba",12,"antsenakely andraikiba",1,"antsenakely andraikiba","ampatana mandriankeniheny","soamalaza mahatsinjo","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andranomanelatra","MG12108","antsenakely andraikiba",15,"antsenakely andraikiba",9,"antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsirabe","MG12108","antsenakely andraikiba",15,"antsirabe afovoany atsinanana",0,"antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tsivatrinikamo","MG12108","antsenakely andraikiba",16,"antsirabe afovoany atsinanana",8,"antsenakely andraikiba","soamalaza mahatsinjo","ampatana mandriankeniheny","antsirabe afovoany atsinanana","mahazoarivo avarabohitra","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tritriva","MG12108","antsenakely andraikiba",18,"antsirabe afovoany atsinanana",4,"antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atsirabe nord","MG12108","antsenakely andraikiba",14,"antsirabe afovoany atsinanana",5,"antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","ampatana mandriankeniheny","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manodidina ny gare ambilombe","MG12108","manodidina ny gara ambilombe",1,"manodidina ny gara ambilombe",1,"manodidina ny gara ambilombe","antsenakely andraikiba","mahazoarivo avarabohitra","soamalaza mahatsinjo","antsirabe afovoany atsinanana","ampatana mandriankeniheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soamalaza-mahatsinjo","MG12108","soamalaza mahatsinjo",1,"soamalaza mahatsinjo",1,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manandona","MG12108","soamalaza mahatsinjo",16,"ampatana mandriankeniheny",4,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atsenabe andraikiba","MG12108","antsenakely andraikiba",4,"antsenakely andraikiba",4,"antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","soamalaza mahatsinjo","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vinaninkarena","MG12108","antsenakely andraikiba",17,"antsirabe afovoany atsinanana",6,"antsenakely andraikiba","ampatana mandriankeniheny","soamalaza mahatsinjo","mahazoarivo avarabohitra","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
