ran,timestamp,path,R.version,platform,running,data.table,gdistance,Matrix,igraph,rgdal,raster,sp,malariaAtlas,ggplot2,lubridate,dplyr,doParallel,iterators,foreach,rgeos,wpgpDownloadR,RCurl,bitops,forcats,stringr,purrr,readr,tidyr,tibble,tidyverse,glue,triangle,doRNG,rngtools,pkgmaker,registry,magrittr,cowplot,patchwork,lme4,stringdist,beepr,rjags,coda,microbenchmark,rasterVis,latticeExtra,RColorBrewer,lattice,doMPI,Rmpi,rmapshaper,here,knitr,ggmcmc,ggforce,ggridges,jobtime,geosphere,ggsn,jobtime_mins,max_mem_mb,plotly,sf,fasterize
##------ Thu Apr 23 19:59:57 2020 ------##,20200423_195957,R/figures/SM3_bitemods.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,"","","",,"",0.19-3,"",,"","","","","","",,,,"","",1.20928274790446,"","",,,"","",""
##------ Thu Apr 23 20:07:34 2020 ------##,20200423_200734,R/figures/SM3_bitemods.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,"","","",,"",0.19-3,"",,"","","","","","",,,,"","",1.33358894983927,"","",,,"","",""
##------ Thu Apr 23 20:18:17 2020 ------##,20200423_201817,R/figures/SM3_bitemods.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,"","","",,"",0.19-3,"",,"","","","","","",,,,"","",1.31648881832759,"","",,,"","",""
##------ Thu Apr 23 20:20:24 2020 ------##,20200423_202024,R/figures/SM3_bitemods.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,"","","",,"",0.19-3,"",,"","","","","","",,,,"","",1.41113013426463,"","",,,"","",""
##------ Fri Apr 24 17:04:44 2020 ------##,20200424_170444,R/01_gis/07_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",0.564834634462992,1.5-10,"",,,"","",""
##------ Fri Apr 24 17:25:41 2020 ------##,20200424_172541,R/01_gis/07_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",0.132239516576131,1.5-10,"",,,"","",""
##------ Fri Apr 24 19:26:56 2020 ------##,20200424_192656,R/01_gis/07_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",0.952620017528534,1.5-10,"",,,"","",""
##------ Fri Apr 24 20:07:03 2020 ------##,20200424_200703,R/04_addclinics/04_clinic_per_admin.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",19.7028754631678,"","",,,"","",""
##------ Fri Apr 24 21:26:08 2020 ------##,20200424_212608,R/04_addclinics/04_clinic_per_admin.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",98.7937057813009,"","",,,"","",""
##------ Fri Apr 24 22:21:35 2020 ------##,20200424_222135,R/04_addclinics/04_postprocess_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Sat Apr 25 04:20:18 2020 ------##,20200425_042018,R/04_addclinics/04_postprocess_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",4.45298093159994,"","",,,"","",""
##------ Sat Apr 25 12:06:23 2020 ------##,20200425_120623,R/04_addclinics/03_ttimes_max.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",21.7071031808853,"","",,,"","",""
##------ Sat Apr 25 22:57:57 2020 ------##,20200425_225757,R/06_sensitivity/03_burden_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Sat Apr 25 23:19:05 2020 ------##,20200425_231905,R/06_sensitivity/03_burden_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Sat Apr 25 23:25:53 2020 ------##,20200425_232553,R/06_sensitivity/03_burden_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",0.12,1.7.1,1.4,0.27,0.5-1,1.5,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Sun Apr 26 16:15:50 2020 ------##,20200426_161550,R/04_addclinics/04_postprocess_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",6.20348118543625,"","",,,"","",""
##------ Sun Apr 26 16:58:31 2020 ------##,20200426_165831,R/04_addclinics/03_ttimes_max.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",19.9123128811518,"","",,,"","",""
##------ Sun Apr 26 17:38:14 2020 ------##,20200426_173814,R/04_addclinics/04_clinic_per_admin.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",23.9466296513875,"","",,,"","",""
##------ Sun Apr 26 17:44:09 2020 ------##,20200426_174409,R/04_addclinics/04_postprocess_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",5.1442521015803,"","",,,"","",""
##------ Sun Apr 26 18:00:29 2020 ------##,20200426_180029,R/06_sensitivity/03_burden_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Mon Apr 27 10:31:02 2020 ------##,20200427_103102,R/06_sensitivity/03_burden_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Mon Apr 27 10:31:42 2020 ------##,20200427_103142,R/06_sensitivity/03_burden_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Mon Apr 27 10:31:59 2020 ------##,20200427_103159,R/06_sensitivity/03_burden_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Mon Apr 27 17:41:49 2020 ------##,20200427_174149,R/SM5_shifts.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",,,"","",""
##------ Mon Apr 27 17:46:10 2020 ------##,20200427_174610,R/SM5_shifts.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",,,"","",""
##------ Mon Apr 27 23:31:12 2020 ------##,20200427_233112,R/figures/SM6_burden_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Mon Apr 27 23:33:05 2020 ------##,20200427_233305,R/figures/SM6_burden_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Mon Apr 27 23:40:26 2020 ------##,20200427_234026,R/figures/SM6_burden_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Mon Apr 27 23:46:15 2020 ------##,20200427_234615,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Tue Apr 28 00:47:45 2020 ------##,20200428_004745,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Tue Apr 28 01:03:58 2020 ------##,20200428_010358,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 10:39:07 2020 ------##,20200430_103907,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 11:04:58 2020 ------##,20200430_110458,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 11:48:52 2020 ------##,20200430_114852,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,1.7.4,0.8.3,"",1.0.12,1.4.7,0.5-2,"","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,0.3.1,"",,"",0.5.0,,,"","",""
##------ Thu Apr 30 12:20:11 2020 ------##,20200430_122011,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 12:27:35 2020 ------##,20200430_122735,R/figures/M2_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 12:28:19 2020 ------##,20200430_122819,R/M5_modpreds.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"",0.19-3,"",,"","","","","","",,,,"","",0.217168502012889,"","",,,"","",""
##------ Thu Apr 30 12:29:51 2020 ------##,20200430_122951,R/figures/SM2_bitedata.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,1.7.4,0.8.3,"","","",0.5-2,"","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 12:30:48 2020 ------##,20200430_123048,R/figures/SM3_bitemods.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,"","","",,"",0.19-3,"",,"","","","","","",,,,"","",0.933728615442912,"","",,,"","",""
##------ Thu Apr 30 12:30:51 2020 ------##,20200430_123051,R/figures/SM4_exprange.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,"","","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 12:31:11 2020 ------##,20200430_123111,R/figures/SM6_burden_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Thu Apr 30 12:31:35 2020 ------##,20200430_123135,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Fri May  1 21:17:21 2020 ------##,20200501_211721,R/figures/SM6_burden_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,1.7.1,1.4,0.27,0.5-1,1.5,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,,"","",""
##------ Wed May  6 16:09:18 2020 ------##,20200506_160918,R/04_addclinics/04_postprocess_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",10.9636885166168,"","",,,"","",""
##------ Wed May  6 19:49:26 2020 ------##,20200506_194926,R/01_gis/05_make_shapefiles.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"","","",0.8.3,"","","",0.5-2,"","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.3,,,,"","",,"","",,,"","",""
##------ Thu May  7 14:11:12 2020 ------##,20200507_141112,R/04_addclinics/04_postprocess_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",8.84637045065562,1480.3,"","",""
##------ Thu May  7 23:11:04 2020 ------##,20200507_231104,R/04_addclinics/04_postprocess_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","",0.8.3,1.0.15,1.0.12,1.4.7,"","","","","","","","",1.0.0,"","",1.3.1,,1.7.1,1.4,0.27,0.5-1,1.5,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.126049184799194,1949.5,"","",""
##------ Fri May  8 21:35:08 2020 ------##,20200508_213508,R/01_gis/04_run_baseline.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"","",1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,0.5-2,"","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.3,,,,"","",,"","",4.98330193360647,2777.1,"","",""
##------ Sat May  9 10:21:52 2020 ------##,20200509_102152,R/01_gis/07_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.307815217971802,287.7,"","",""
##------ Sat May  9 10:22:00 2020 ------##,20200509_102200,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.441200383504232,317.1,"","",""
##------ Sat May  9 19:49:11 2020 ------##,20200509_194911,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",4.99527391990026,318.2,"","",""
##------ Sat May  9 19:49:32 2020 ------##,20200509_194932,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.277447414398193,287.7,"","",""
##------ Sat May  9 20:51:16 2020 ------##,20200509_205116,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.267815800507863,287.4,"","",""
##------ Sat May  9 20:51:56 2020 ------##,20200509_205156,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.26961358388265,287.5,"","",""
