"district","distcode","commune","commcode","clinic_id","long","lat"
"Maroantsetra","MG32303","Andranofotsy","MG32303051",1197,49.8201,-15.4328
"Maroantsetra","MG32303","Androndrono","MG32303153",1198,49.1996,-15.7656
"Maroantsetra","MG32303","Anjahana","MG32303111",1199,49.8665,-15.4121
"Maevatanana","MG43404","Ambalajia","MG43404112",1200,46.9284,-16.7856
"Maevatanana","MG43404","Ambalanjanakomby","MG43404131",1201,47.0711,-16.6994
"Maevatanana","MG43404","Andriba","MG43404171",1202,46.9299,-17.6044
"Maevatanana","MG43404","Antanimbary","MG43404092",1203,46.855,-17.1851
"Maevatanana","MG43404","Antsiafabositra","MG43404091",1204,46.9552,-17.3082
"Maevatanana","MG43404","Bemokotra","MG43404050",1205,46.6982,-17.06
"Maevatanana","MG43404","Maevatanana II","MG43404031",1206,46.8459,-16.9007
"Maevatanana","MG43404","Madiromirafy","MG43404192",1207,46.8419,-16.8411
"Maevatanana","MG43404","Maevatanana I","MG43404010",1208,46.8226,-16.9624
"Maevatanana","MG43404","Mahazoma","MG43404070",1209,46.5705,-17.1695
"Maevatanana","MG43404","Mangabe","MG43404191",1210,46.8229,-16.7232
"Kandreho","MG43416","Behazomaty","MG43416013",1211,46.3397,-17.4361
"Maevatanana","MG43404","Morafeno","MG43404173",1212,47.2333,-17.6447
"Kandreho","MG43416","Andasibe","MG43416052",1213,46.2443,-17.6605
"Soalala","MG41403","Andranomavo","MG41403050",1214,45.646,-17.2785
"Kandreho","MG43416","Behazomaty","MG43416013",1215,46.278,-17.4661
"Kandreho","MG43416","Betaimboay","MG43416051",1216,46.135,-17.7671
"Kandreho","MG43416","Kandreho","MG43416011",1217,46.0966,-17.4856
"Kandreho","MG43416","Ambaliha","MG43416012",1218,46.005,-17.4508
"Tsaratanana","MG43408","Ambakireny","MG43408170",1219,47.8403,-17.629
"Tsaratanana","MG43408","Ampandrana","MG43408130",1220,47.8423,-17.312
"Tsaratanana","MG43408","Bekapaika","MG43408030",1221,47.5579,-16.7472
"Tsaratanana","MG43408","Betrandraka","MG43408070",1222,47.5522,-17.0353
"Tsaratanana","MG43408","Brieville","MG43408190",1223,47.6477,-17.4775
"Tsaratanana","MG43408","Sakoamadinika","MG43408210",1224,48.0362,-17.1992
"Tsaratanana","MG43408","Sarobaratra","MG43408110",1225,47.3274,-16.4635
"Tsaratanana","MG43408","Tsararova","MG43408050",1226,47.6523,-16.7131
"Tsaratanana","MG43408","Tsaratanana","MG43408010",1227,47.6532,-16.7967
"Tsaratanana","MG43408","Keliloha","MG43408090",1228,47.6656,-17.2682
"Tsaratanana","MG43408","Manakana","MG43408230",1229,47.4611,-17.761
"Maintirano","MG44421","Andabotoka","MG44421050",1230,44.1308,-18.1091
"Maintirano","MG44421","Andranovao","MG44421194",1231,44.06,-17.6135
"Maintirano","MG44421","Andrea","MG44421090",1232,44.122,-17.8931
"Maintirano","MG44421","Ankisatra","MG44421110",1233,44.1523,-18.2242
"Maintirano","MG44421","Antsaidoha Bebao","MG44421210",1234,44.4365,-17.4342
"Maintirano","MG44421","Antsondrodava","MG44421150",1235,44.3902,-18.4519
"Maintirano","MG44421","Bebaboky Sud","MG44421232",1236,44.4668,-17.1364
"Maintirano","MG44421","Belitsaky","MG44421170",1237,44.4299,-17.9816
"Maintirano","MG44421","Berevo/ranobe","MG44421231",1238,44.2933,-17.2219
"Maintirano","MG44421","Betanatanana","MG44421070",1239,44.1426,-18.1678
"Maintirano","MG44421","Mafaijijo","MG44421030",1240,44.0845,-18.0567
"Maintirano","MG44421","Maintirano","MG44421010",1241,44.0257,-18.0587
"Maintirano","MG44421","Marohazo","MG44421130",1242,44.33,-17.669
"Maintirano","MG44421","Maromavo","MG44421193",1243,44.2993,-17.5794
"Maintirano","MG44421","Tambohorano","MG44421191",1244,43.9542,-17.5111
"Maintirano","MG44421","Veromanga","MG44421192",1245,44.2079,-17.479
"Ambatomainty","MG44417","Sarodrano","MG44417031",1246,45.6453,-17.7442
"Antsalova","MG44420","Antsalova","MG44420010",1247,44.624,-18.6791
"Antsalova","MG44420","Bekopaka","MG44420090",1248,44.7928,-19.1476
"Antsalova","MG44420","Masoarivo","MG44420050",1249,44.3858,-18.925
"Antsalova","MG44420","Soahany","MG44420030",1250,44.2096,-18.6752
"Antsalova","MG44420","Trangahy","MG44420070",1251,44.5596,-19.1287
"Besalampy","MG44402","Ambolodia Sud","MG44402072",1252,44.9768,-17.201
"Besalampy","MG44402","Ampako","MG44402012",1253,44.8172,-16.7521
"Besalampy","MG44402","Ankasakasa Tsibiray","MG44402090",1254,44.868,-16.3476
"Besalampy","MG44402","Bekodoka","MG44402071",1255,45.1034,-16.9711
"Besalampy","MG44402","Besalampy","MG44402011",1256,44.4875,-16.7446
"Besalampy","MG44402","Mahabe","MG44402110",1257,45.3229,-17.0848
"Besalampy","MG44402","Marovoay Sud","MG44402030",1258,44.5896,-16.9742
"Besalampy","MG44402","Soanenga","MG44402050",1259,44.6127,-16.5056
"Morafenobe","MG44422","Morafenobe","MG44422010",1260,44.9239,-17.8179
"Morafenobe","MG44422","Andramy","MG44422030",1261,44.7649,-17.9793
"Moramanga","MG33314","Moramanga","MG33314010",1262,48.2295,-18.9483
"Moramanga","MG33314","Morarano Gara","MG33314110",1263,48.2719,-18.7013
"Moramanga","MG33314","Sabotsy Anjiro","MG33314150",1264,48.0047,-18.9234
"Moramanga","MG33314","Vodiriana","MG33314092",1265,48.0411,-18.9811
"Maroantsetra","MG32303","Ankofa","MG32303070",1266,49.6489,-15.398
"Maroantsetra","MG32303","Ankofabe","MG32303132",1267,49.6162,-15.5137
"Maroantsetra","MG32303","Antakotako","MG32303052",1268,49.8023,-15.332
"Maroantsetra","MG32303","Antsirabe Sahatany","MG32303133",1269,49.5962,-15.4877
"Maroantsetra","MG32303","Mahalevona","MG32303113",1270,49.9152,-15.4128
"Maroantsetra","MG32303","Morafeno","MG32303152",1271,49.4517,-15.707
"Maroantsetra","MG32303","Ambanizana","MG32303112",1272,49.9532,-15.6127
"Maroantsetra","MG32303","Voloina","MG32303131",1273,49.6153,-15.5715
"Manja","MG54502","Andranopasy","MG54502110",1274,43.7393,-21.279
"Manja","MG54502","Ankiliabo","MG54502090",1275,43.8941,-21.7141
"Tsihombe","MG52514","Antaritarika","MG52514071",1276,45.7552,-25.3941
"Manja","MG54502","Anontsibe Centre","MG54502050",1277,44.4685,-21.3758
"Tsihombe","MG52514","Betanty (Faux Cap)","MG52514031",1278,45.528,-25.5657
"Manja","MG54502","Beharona","MG54502030",1279,44.3045,-21.5241
"Tsihombe","MG52514","Marovato","MG52514050",1280,45.2761,-25.5277
"Tsihombe","MG52514","Nikoly","MG52514012",1281,45.3781,-25.4381
"Manja","MG54502","Soaserana","MG54502070",1282,44.2233,-21.1056
"Miandrivazo","MG54511","Ambatolahy","MG54511091",1283,45.5383,-20.0079
"Miandrivazo","MG54511","Ampanihy","MG54511032",1284,45.4133,-19.4292
"Miandrivazo","MG54511","Ankavandra","MG54511130",1285,45.3055,-18.7968
"Miandrivazo","MG54511","Ankondromena","MG54511210",1286,45.057,-18.4011
"Miandrivazo","MG54511","Ankotrofotsy","MG54511071",1287,45.5292,-19.8002
"Miandrivazo","MG54511","Anosimena","MG54511033",1288,45.4033,-19.6715
"Miandrivazo","MG54511","Bemahatazana","MG54511031",1289,45.4003,-19.5497
"Miandrivazo","MG54511","Betsipolitra","MG54511170",1290,45.112,-18.626
"Miandrivazo","MG54511","Dabolava","MG54511012",1291,45.5417,-19.5879
"Miandrivazo","MG54511","Isalo","MG54511072",1292,45.4168,-19.7188
"Miandrivazo","MG54511","Itondy","MG54511110",1293,45.3491,-19.0603
"Miandrivazo","MG54511","Manambina","MG54511092",1294,45.4824,-20.0843
"Miandrivazo","MG54511","Manandaza","MG54511050",1295,45.6188,-19.3257
"Miandrivazo","MG54511","Miandrivazo","MG54511011",1296,45.4573,-19.5296
"Miandrivazo","MG54511","Soaloka","MG54511150",1297,45.2546,-18.547
"Vatomandry","MG31307","Ifasina II","MG31307250",1298,48.6183,-19.3171
"Vatomandry","MG31307","Ambalabe","MG31307230",1299,48.6325,-19.219
"Vatomandry","MG31307","Ambalavolo","MG31307110",1300,48.8499,-19.2327
"Vatomandry","MG31307","Amboditavolo","MG31307131",1301,48.8867,-19.1787
"Vatomandry","MG31307","Ambodivoananto","MG31307030",1302,48.924,-19.3286
"Vatomandry","MG31307","Ampasimadinika","MG31307190",1303,48.7098,-19.5352
"Vatomandry","MG31307","Ampasimazava","MG31307172",1304,48.6592,-19.6678
"Vatomandry","MG31307","Antanambao Mahatsara","MG31307091",1305,48.8006,-19.31
"Vatomandry","MG31307","Ifasina I","MG31307210",1306,48.681,-19.4488
"Vatomandry","MG31307","Ilaka Est","MG31307151",1307,48.838,-19.5505
"Vatomandry","MG31307","Maintinandry","MG31307051",1308,48.9336,-19.4245
"Vatomandry","MG31307","Niarovana Caroline","MG31307152",1309,48.804,-19.5753
"Vatomandry","MG31307","Niherenana","MG31307132",1310,48.8917,-19.0675
"Vatomandry","MG31307","Sahamatevina","MG31307070",1311,48.9115,-19.272
"Vatomandry","MG31307","Sahamatevina","MG31307070",1312,48.9147,-19.2277
"Vatomandry","MG31307","Tanambao Vahatrakaka","MG31307052",1313,48.8225,-19.4018
"Vatomandry","MG31307","Tsarasambo","MG31307053",1314,48.882,-19.4372
"Vatomandry","MG31307","Tsivangiana","MG31307171",1315,48.7841,-19.6526
"Vatomandry","MG31307","Vatomandry","MG31307010",1316,48.9815,-19.3303
"Vatomandry","MG31307","Vatomandry","MG31307010",1317,48.9798,-19.3314
"Brickaville","MG31306","Brickaville","MG31306010",1318,49.0719,-18.8175
"Brickaville","MG31306","Brickaville","MG31306010",1319,49.0608,-18.8105
"Brickaville","MG31306","Ambalarondra","MG31306210",1320,49.0001,-18.4685
"Brickaville","MG31306","Ambinaninony","MG31306110",1321,49.1722,-18.4599
"Brickaville","MG31306","Ampasimbe","MG31306172",1322,48.6815,-18.9656
"Brickaville","MG31306","Andekaleka","MG31306252",1323,48.5967,-18.7984
"Brickaville","MG31306","Andovoranto","MG31306090",1324,49.1128,-18.9451
"Brickaville","MG31306","Anjahamana","MG31306290",1325,48.8327,-18.1704
"Brickaville","MG31306","Fetraomby","MG31306130",1326,48.9032,-18.6104
"Brickaville","MG31306","Lohariandava","MG31306251",1327,48.6783,-18.7872
"Brickaville","MG31306","Mahatsara","MG31306070",1328,49.0268,-18.9351
"Brickaville","MG31306","Maroseranana","MG31306230",1329,48.8378,-18.5378
"Brickaville","MG31306","Ranomafana Est","MG31306171",1330,48.8434,-18.9609
"Brickaville","MG31306","Vohipeno Razanaka","MG31306150",1331,48.8799,-18.7717
"Brickaville","MG31306","Vohitranivona","MG31306030",1332,49.0991,-18.7292
"Brickaville","MG31306","Ambohimanana","MG31306270",1333,48.7697,-18.5375
"Ambatondrazaka","MG33313","Ambatondrazaka","MG33313010",1334,48.4214,-17.8182
"Ambatondrazaka","MG33313","Ambatondrazaka Suburbaine","MG33313032",1335,48.4606,-17.8319
"Ambatondrazaka","MG33313","Ambatosoratra","MG33313130",1336,48.5174,-17.6135
"Ambatondrazaka","MG33313","Ambohitsilaozana","MG33313070",1337,48.4554,-17.6928
"Ambatondrazaka","MG33313","Ambohitsilaozana","MG33313070",1338,48.468,-17.7023
"Ambatondrazaka","MG33313","Amparihintsokatra","MG33313192",1339,48.5734,-17.5295
"Ambatondrazaka","MG33313","Ampitatsimo","MG33313050",1340,48.3782,-17.8067
"Ambatondrazaka","MG33313","Andromba","MG33313194",1341,48.6429,-17.4029
"Ambatondrazaka","MG33313","Antanandava","MG33313193",1342,48.6708,-17.4557
"Ambatondrazaka","MG33313","Antsangasanga","MG33313112",1343,48.2888,-17.8404
"Ambatondrazaka","MG33313","Bejofo","MG33313152",1344,48.2122,-17.8361
"Ambatondrazaka","MG33313","Didy","MG33313170",1345,48.5495,-18.1206
"Ambatondrazaka","MG33313","Feramanga Nord","MG33313031",1346,48.4643,-17.817
"Ambatondrazaka","MG33313","Ilafy","MG33313090",1347,48.4137,-17.8915
"Antsohihy","MG42413","Antsahabe","MG42413150",1348,48.3782,-14.808
"Antsohihy","MG42413","Antsohihy","MG42413010",1349,47.9848,-14.8735
"Analalava","MG42411","Ambaliha","MG42411070",1350,48.218,-14.5296
"Analalava","MG42411","Ambarijeby Sud","MG42411012",1351,47.6771,-14.933
"Analalava","MG42411","Ambolobozo","MG42411030",1352,47.8086,-14.411
"Analalava","MG42411","Analalava","MG42411011",1353,47.7505,-14.6301
"Analalava","MG42411","Ankaramy","MG42411170",1354,48.1788,-13.9792
"Analalava","MG42411","Befotaka Nord","MG42411050",1355,48.0218,-14.5322
"Analalava","MG42411","Mahadrodroka","MG42411210",1356,47.2849,-15.3091
"Analalava","MG42411","Maromandia","MG42411090",1357,48.0828,-14.2033
"Analalava","MG42411","Marovatolena","MG42411110",1358,47.6425,-15.1922
"Bealanana","MG42414","Ambatoriha Est","MG42414090",1359,48.9557,-14.461
"Bealanana","MG42414","Ambatosia","MG42414071",1360,48.6579,-14.6755
"Bealanana","MG42414","Ambodiadabo M","MG42414211",1361,49.169,-14.6426
"Bealanana","MG42414","Ambodiampana","MG42414072",1362,48.6725,-14.639
"Bealanana","MG42414","Ambodisikidy","MG42414171",1363,48.9016,-14.8437
"Bealanana","MG42414","Ambovonomby","MG42414110",1364,49.0147,-14.413
"Bealanana","MG42414","Analila","MG42414131",1365,48.994,-14.4917
"Bealanana","MG42414","Antsamaka","MG42414050",1366,48.6297,-14.5706
"Bealanana","MG42414","Beandrarezona","MG42414031",1367,48.6743,-14.4551
"Bealanana","MG42414","Mangindrano","MG42414151",1368,48.9579,-14.2682
"Bealanana","MG42414","Marotolana","MG42414190",1369,49.028,-14.6112
"Befandriana Nord","MG42412","Ambararata","MG42412150",1370,48.5441,-15.0362
"Befandriana Nord","MG42412","Ambodimotso Sud","MG42412050",1371,48.5866,-15.3834
"Befandriana Nord","MG42412","Ambolidibe Est","MG42412170",1372,48.7895,-15.0997
"Befandriana Nord","MG42412","Antsakabary","MG42412210",1373,48.9373,-15.1051
"Befandriana Nord","MG42412","Antsakanalabe","MG42412130",1374,48.1103,-15.4698
"Befandriana Nord","MG42412","Befandriana Nord","MG42412010",1375,48.5392,-15.2555
"Befandriana Nord","MG42412","Maroamalona","MG42412090",1376,48.7249,-15.3701
"Befandriana Nord","MG42412","Matsondakana","MG42412230",1377,49.3794,-14.8471
"Befandriana Nord","MG42412","Morafeno","MG42412030",1378,48.5013,-15.2597
"Befandriana Nord","MG42412","Tsarahonenana","MG42412110",1379,48.4741,-15.4816
"Befandriana Nord","MG42412","Tsiamalao","MG42412070",1380,48.4424,-15.0344
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambanjabe","MG42409031",1381,47.7098,-15.6403
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambodimahabibo","MG42409171",1382,48.1269,-15.7298
"Marolambo","MG31309","Lohavanana","MG31309170",1383,48.0773,-19.7766
"Marolambo","MG31309","Sahakevo","MG31309192",1384,47.8539,-20.2714
"Marolambo","MG31309","Tanambao Rabemanana","MG31309032",1385,48.0501,-20.3407
"Marolambo","MG31309","Marolambo","MG31309010",1386,48.1297,-20.0542
"Taolagnaro","MG53515","Ankariera","MG53515113",1387,46.5961,-25.0148
"Taolagnaro","MG53515","Ambatoabo","MG53515112",1388,46.6721,-24.8532
"Taolagnaro","MG53515","Ampasimena","MG53515230",1389,47.1579,-24.3754
"Taolagnaro","MG53515","Ampasy Nahampoana","MG53515031",1390,46.9848,-24.9367
"Taolagnaro","MG53515","Bevoay","MG53515210",1391,47.0353,-24.4993
"Taolagnaro","MG53515","Enakara-Haut","MG53515170",1392,46.8973,-24.6271
"Taolagnaro","MG53515","Enaniliha","MG53515151",1393,46.8505,-24.6644
"Taolagnaro","MG53515","Emagnobo","MG53515192",1394,46.9764,-24.6201
"Taolagnaro","MG53515","Fenoevo-Efita","MG53515152",1395,46.8867,-24.6864
"Taolagnaro","MG53515","Iaboakoho","MG53515132",1396,47.2067,-24.6224
"Taolagnaro","MG53515","Ifarantsa","MG53515051",1397,46.9377,-24.8779
"Taolagnaro","MG53515","Isaka-Ivondro","MG53515052",1398,46.8872,-24.7889
"Taolagnaro","MG53515","Mahatalaky","MG53515131",1399,47.0849,-24.8304
"Taolagnaro","MG53515","Manantenina","MG53515251",1400,47.3213,-24.2808
"Taolagnaro","MG53515","Manambaro","MG53515071",1401,46.8152,-25.0288
"Taolagnaro","MG53515","Mandiso","MG53515053",1402,46.8295,-24.8766
"Taolagnaro","MG53515","Mahatalaky","MG53515131",1403,47.0514,-24.8984
"Taolagnaro","MG53515","Ranomafana","MG53515191",1404,46.9607,-24.5712
"Taolagnaro","MG53515","Ranopiso","MG53515111",1405,46.6719,-25.0559
"Taolagnaro","MG53515","Sarisambo","MG53515072",1406,46.7931,-25.1122
"Taolagnaro","MG53515","Soanierana","MG53515033",1407,46.9242,-25.014
"Taolagnaro","MG53515","Soavary","MG53515253",1408,47.3435,-24.1634
"Taolagnaro","MG53515","Fort-Dauphin","MG53515010",1409,46.9984,-25.0313
"Taolagnaro","MG53515","Fort-Dauphin","MG53515010",1410,46.9999,-25.0262
"Amboasary-Atsimo","MG53519","Amboasary Atsimo","MG53519010",1411,46.3851,-25.0395
"Amboasary-Atsimo","MG53519","Behara","MG53519030",1412,46.3879,-24.9534
"Amboasary-Atsimo","MG53519","Ebelo","MG53519291",1413,46.0238,-24.48
"Amboasary-Atsimo","MG53519","Elonty","MG53519150",1414,46.3479,-23.959
"Amboasary-Atsimo","MG53519","Esira","MG53519170",1415,46.5882,-24.1661
"Amboasary-Atsimo","MG53519","Ifotaka","MG53519090",1416,46.0528,-24.7377
"Amboasary-Atsimo","MG53519","Mahaly","MG53519190",1417,46.4607,-24.068
"Amboasary-Atsimo","MG53519","Manevy","MG53519210",1418,46.8141,-24.2718
"Amboasary-Atsimo","MG53519","Maromby","MG53519130",1419,46.5927,-24.4535
"Amboasary-Atsimo","MG53519","Marotsiraka","MG53519250",1420,45.9728,-24.2711
"Amboasary-Atsimo","MG53519","Sampona","MG53519070",1421,46.2868,-25.1645
"Amboasary-Atsimo","MG53519","Tanandava Sud","MG53519050",1422,46.4441,-25.1362
"Amboasary-Atsimo","MG53519","Tranomaro","MG53519110",1423,46.5002,-24.4829
"Amboasary-Atsimo","MG53519","Ranobe","MG53519292",1424,46.132,-24.5335
"Amboasary-Atsimo","MG53519","Tsivory","MG53519230",1425,45.9836,-24.1399
"Amboasary-Atsimo","MG53519","Tomboarivo","MG53519270",1426,45.9025,-24.2416
"Amboasary-Atsimo","MG53519","Amboasary Atsimo","MG53519010",1427,46.3817,-25.0424
"Betroka","MG53517","Analamary","MG53517110",1428,45.8478,-23.2301
"Betroka","MG53517","Ambatomivary","MG53517350",1429,45.5696,-23.8411
"Betroka","MG53517","Andriandampy","MG53517331",1430,45.681,-22.749
"Betroka","MG53517","Sakamahily","MG53517332",1431,45.4976,-22.9784
"Betroka","MG53517","Beampombo I","MG53517190",1432,45.6659,-23.1056
"Betroka","MG53517","Beampombo II","MG53517292",1433,45.5589,-23.6052
"Betroka","MG53517","Bekorobo","MG53517250",1434,45.8104,-23.8035
"Betroka","MG53517","Benato Toby","MG53517150",1435,45.8632,-23.0886
"Betroka","MG53517","Betroka","MG53517010",1436,46.0957,-23.2747
"Betroka","MG53517","Beampombo I","MG53517190",1437,45.5584,-23.1665
"Betroka","MG53517","Ianabinda","MG53517130",1438,45.9444,-23.4945
"Betroka","MG53517","Ianakafy","MG53517310",1439,45.4476,-23.3532
"Betroka","MG53517","Ivahona","MG53517090",1440,46.1744,-23.4552
"Ampanihy Ouest","MG51507","Maniry","MG51507090",1441,44.924,-24.4966
"Betroka","MG53517","Jangany","MG53517210",1442,45.7896,-22.8617
"Betroka","MG53517","Nanarena Besakoa","MG53517293",1443,45.7256,-23.62
"Betroka","MG53517","Naninora","MG53517050",1444,46.0865,-23.227
"Betroka","MG53517","Mahabo","MG53517170",1445,46.1354,-23.6697
"Betroka","MG53517","Mahasoa Est","MG53517230",1446,45.6816,-23.3874
"Betroka","MG53517","Betroka","MG53517010",1447,46.1173,-23.2523
"Betroka","MG53517","Ambalasoa","MG53517070",1448,46.0973,-23.0683
"Morondava","MG54508","Analaiva","MG54508079",1449,44.5004,-20.3308
"Morondava","MG54508","Analaiva","MG54508079",1450,44.502,-20.3253
"Morondava","MG54508","Befasy","MG54508159",1451,44.3605,-20.579
"Morondava","MG54508","Belo Sur Mer","MG54508179",1452,44.0017,-20.7385
"Morondava","MG54508","Belo Sur Mer","MG54508179",1453,44.1716,-20.7101
"Morondava","MG54508","Belo Sur Mer","MG54508179",1454,44.1972,-20.461
"Morondava","MG54508","Bemanonga","MG54508059",1455,44.3455,-20.293
"Morondava","MG54508","Bemanonga","MG54508059",1456,44.4279,-20.1809
"Morondava","MG54508","Morondava","MG54508010",1457,44.276,-20.2897
"Belo Sur Tsiribihina","MG54510","Aboalimena","MG54510090",1458,44.448,-19.2627
"Belo Sur Tsiribihina","MG54510","Andimaky Manambolo","MG54510012",1459,44.7089,-19.251
"Belo Sur Tsiribihina","MG54510","Ankalalobe","MG54510111",1460,44.9706,-19.6306
"Belo Sur Tsiribihina","MG54510","Bemarivo Ankirondro","MG54510013",1461,44.5839,-19.5868
"Belo Sur Tsiribihina","MG54510","Antsoha","MG54510132",1462,44.8592,-19.9182
"Belo Sur Tsiribihina","MG54510","Ankiroroky","MG54510152",1463,45.0991,-19.7825
"Belo Sur Tsiribihina","MG54510","Belo Sur Tsiribihina","MG54510011",1464,44.547,-19.7001
"Belo Sur Tsiribihina","MG54510","Berevo","MG54510131",1465,44.962,-19.7288
"Belo Sur Tsiribihina","MG54510","Beroboka Nord","MG54510032",1466,44.6028,-19.9623
"Belo Sur Tsiribihina","MG54510","Masoarivo","MG54510070",1467,44.6881,-19.7041
"Belo Sur Tsiribihina","MG54510","Tsaraotana","MG54510050",1468,44.8512,-19.8067
"Belo Sur Tsiribihina","MG54510","Tsimafana","MG54510031",1469,44.5851,-19.7208
"Mahabo","MG54509","Ampanihy","MG54509070",1470,44.7174,-20.4679
"Mahabo","MG54509","Analamitsivalana","MG54509051",1471,44.7169,-20.3045
"Mahabo","MG54509","Ankilivalo","MG54509030",1472,44.636,-20.2988
"Mahabo","MG54509","Ankilizato","MG54509091",1473,45.0469,-20.4097
"Mahabo","MG54509","Befotaka","MG54509052",1474,44.8008,-20.2989
"Mahabo","MG54509","Beronono","MG54509150",1475,45.0478,-20.905
"Mahabo","MG54509","Mahabo","MG54509010",1476,44.6636,-20.3791
"Mahabo","MG54509","Malaimbandy","MG54509130",1477,45.5979,-20.3494
"Mahabo","MG54509","Mandabe","MG54509110",1478,44.9325,-21.0484
"Mahabo","MG54509","Mazavasoa","MG54509170",1479,45.702,-20.6915
"Mahabo","MG54509","Mahabo","MG54509010",1480,44.6578,-20.3777
"Ambatondrazaka","MG33313","Imerimandroso","MG33313191",1481,48.5922,-17.4267
"Ambatondrazaka","MG33313","Manakambahiny Antsinanana","MG33313210",1482,48.663,-17.7663
"Ambatondrazaka","MG33313","Manakambahiny Andrefana","MG33313111",1483,48.294,-17.8642
"Ambatondrazaka","MG33313","Soalazaina","MG33313231",1484,48.0709,-17.9802
"Ambatondrazaka","MG33313","Tanambao Besakay","MG33313232",1485,48.0559,-18.102
"Amparafaravola","MG33312","Ambatomainty","MG33312031",1486,48.2093,-17.6576
"Amparafaravola","MG33312","Amboavory","MG33312131",1487,48.4853,-17.3314
"Amparafaravola","MG33312","Andilana Nord","MG33312132",1488,48.5468,-17.3585
"Amparafaravola","MG33312","Ambohijanahary","MG33312090",1489,48.3822,-17.4025
"Amparafaravola","MG33312","Ambohitrarivo","MG33312051",1490,48.3532,-17.4752
"Amparafaravola","MG33312","Amparafaravola","MG33312011",1491,48.2215,-17.5887
"Amparafaravola","MG33312","Ampasikely","MG33312032",1492,48.1908,-17.6583
"Amparafaravola","MG33312","Andrebakely Nord","MG33312152",1493,48.6302,-17.3887
"Amparafaravola","MG33312","Anororo","MG33312052",1494,48.4301,-17.511
"Amparafaravola","MG33312","Beanana","MG33312112",1495,48.4323,-17.3734
"Amparafaravola","MG33312","Bedidy","MG33312012",1496,48.022,-17.4702
"Amparafaravola","MG33312","Morarano Chrome","MG33312071",1497,48.1682,-17.7589
"Amparafaravola","MG33312","Morarano Chrome","MG33312071",1498,48.1568,-17.8299
"Amparafaravola","MG33312","Sahamamy","MG33312014",1499,48.3004,-17.516
"Amparafaravola","MG33312","Vohimena","MG33312151",1500,48.605,-17.351
"Amparafaravola","MG33312","Vohitsara","MG33312113",1501,48.4982,-17.4035
"Amparafaravola","MG33312","Andrebakely Sud","MG33312033",1502,48.1887,-17.6779
"Andilamena","MG33316","Andilamena","MG33316011",1503,48.5713,-17.0138
"Fandriana","MG22204","Tatamalaza","MG22204110",1504,47.4448,-20.2038
"Andilamena","MG33316","Bemaitso","MG33316012",1505,48.508,-17.0444
"Andilamena","MG33316","Maitsokely","MG33316072",1506,47.9953,-16.268
"Andilamena","MG33316","Maroadabo","MG33316051",1507,48.3774,-16.6374
"Andilamena","MG33316","Marovato","MG33316052",1508,48.417,-16.4675
"Andilamena","MG33316","Miarinarivo","MG33316071",1509,48.149,-16.5122
"Andilamena","MG33316","Tanananifololahy","MG33316032",1510,48.3275,-16.7369
"Anosibe-An'ala","MG33317","Anosibe An'ala","MG33317011",1511,48.2068,-19.441
"Anosibe-An'ala","MG33317","Ambalaomby","MG33317052",1512,47.9657,-19.7391
"Anosibe-An'ala","MG33317","Ambatoharanana","MG33317072",1513,48.1772,-19.6253
"Anosibe-An'ala","MG33317","Ampandroantraka","MG33317031",1514,48.3441,-19.4073
"Anosibe-An'ala","MG33317","Tratramarina","MG33317032",1515,48.305,-19.4911
"Anosibe-An'ala","MG33317","Tsaravinany","MG33317054",1516,48.0413,-19.4818
"Moramanga","MG33314","Ambatovola","MG33314210",1517,48.5144,-18.9469
"Moramanga","MG33314","Amboasary","MG33314250",1518,48.2703,-18.3877
"Moramanga","MG33314","Ambohibary","MG33314030",1519,48.2291,-18.913
"Moramanga","MG33314","Ambohidronono","MG33314170",1520,48.0262,-18.7597
"Moramanga","MG33314","Ampasimpotsy Gara","MG33314050",1521,48.339,-18.9626
"Moramanga","MG33314","Andaingo","MG33314350",1522,48.2669,-18.198
"Moramanga","MG33314","Andasibe","MG33314070",1523,48.4193,-18.9225
"Moramanga","MG33314","Anosibe Ifody","MG33314091",1524,48.0795,-18.9119
"Moramanga","MG33314","Anosibe Ifody","MG33314091",1525,48.0388,-18.9299
"Moramanga","MG33314","Antanandava","MG33314310",1526,47.9569,-19.0933
"Moramanga","MG33314","Antaniditra","MG33314292",1527,48.0805,-18.5331
"Moramanga","MG33314","Beforona","MG33314190",1528,48.5775,-18.9727
"Moramanga","MG33314","Belavabary","MG33314130",1529,48.0244,-18.8274
"Moramanga","MG33314","Mangarivotra","MG33314330",1530,48.0261,-19.1685
"Tsiroanomandidy","MG14111","Fierenana","MG14111310",1531,45.846,-18.537
"Moramanga","MG33314","Lakato","MG33314230",1532,48.442,-19.1792
"Toliary-I","MG51501","Besakoa","MG51501006",1533,43.6623,-23.3431
"Toliary-I","MG51501","Betania","MG51501005",1534,43.6796,-23.3433
"Toliary-I","MG51501","Mahavatse I","MG51501003",1535,43.6812,-23.3684
"Toliary-I","MG51501","Mahavatse II","MG51501004",1536,43.6711,-23.3621
"Toliary-I","MG51501","Tanambao II Tsf Nord","MG51501002",1537,43.6829,-23.3579
"Toliary-I","MG51501","Mahavatse II","MG51501004",1538,43.6715,-23.3575
